id,text,theme,polarity,theme_starts,theme_ends,polarity_id
g187147-d2087172-r264852052,"La carte annonce des plats frais et savoureux et nous avons malheureusement eu des mets quelconques, voir très passables à des tarifs dépassant la prestation.",carte,positive,3,8,2
g187147-d2138896-r246046753,"Le service est médiocre , la nourriture mauvaise et la note est trés haute .",service,negative,3,10,1
g187147-d2138896-r246046753,"Le service est médiocre , la nourriture mauvaise et la note est trés haute .",nourriture,negative,29,39,1
g187147-d2146860-r282299845,"Un petit bistrot de quartier sympa, on y mange bien et le service est agréable.",bistrot,positive,9,16,2
g187147-d2146860-r282299845,"Un petit bistrot de quartier sympa, on y mange bien et le service est agréable.",service,positive,58,65,2
g187147-d2146860-r282299845,"Plats de bistrot classiques, pour des prix ""parisiens"" (15-20 euros).",Plats,neutral,0,5,0
g187147-d2146860-r282299845,"Allez y si vous vivez dans le quartier, ou le midi où les formules sont plus abordables.",formules,positive,58,66,2
g187147-d2146860-r282299845,"La terrasse pendant l'été est très sympa et assez spacieuse, idéal pour boire un verre.",terrasse,positive,3,11,2
g187147-d2174563-r234071343,Le seul point fort c'est la terrasse.,terrasse,positive,28,36,2
g187147-d2174563-r234071343,Service quasiment inexistant.,Service,negative,0,7,1
g187147-d2174563-r234071343,Mais où vont-ils donc chercher leurs serveuses et serveurs.,serveuses et serveurs,negative,37,58,1
g187147-d2174563-r234071343,La fraîcheur douteuse.Desserts industriels.,Desserts,negative,22,30,1
g187147-d2206833-r245896157,"Petite brasserie, carte sympa et bien achalandée, les serveurs ne sont pas très sympathiques, rendement avant tout.",carte,positive,18,23,2
g187147-d2206833-r245896157,"Petite brasserie, carte sympa et bien achalandée, les serveurs ne sont pas très sympathiques, rendement avant tout.",serveurs,negative,54,62,1
g187147-d2206833-r245896157,"Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres.",plat du jour,neutral,3,15,0
g187147-d2206833-r245896157,"Le plat du jour est correctement servi, le gratin sent l'ail a 3 mètres.",gratin,negative,43,49,1
g187147-d2206833-r245896157,Un verre de vin servi presque gelé.,verre de vin,negative,3,15,1
g187147-d2238430-r248664703,"Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas.",spaguetti carbonara,negative,3,22,1
g187147-d2238430-r248664703,"Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas.",crème,negative,42,47,1
g187147-d2238430-r248664703,"Le spaguetti carbonara qui baigne dans la crème complètement liquide, l'accueil pas très agréable, je n'y retournerais pas.",accueil,negative,72,79,1
g187147-d2239316-r239304403,tant par la qualité des mets que par l'accueil;,mets,negative,24,28,1
g187147-d2239316-r239304403,tant par la qualité des mets que par l'accueil;,accueil,negative,39,46,1
g187147-d2254367-r266862241,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.",restaurant,neutral,44,54,0
g187147-d2254367-r266862241,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.",plats,positive,83,88,2
g187147-d2254367-r266862241,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.",formule menu,positive,113,125,2
g187147-d2254367-r266862241,"Dans ce quartier très touristique, ce petit restaurant sans prétention propose des plats peu onéreux et même une formule menu très accessible.",quartier,neutral,8,16,0
g187147-d2254367-r266862241,Certes il ne s'agit pas de grande cuisine mais le rapport qualité/prix est tout à fait honnête.,cuisine,neutral,34,41,0
g187147-d2346326-r232711313,Un excellent emplacement avec un fort potentiel mais tout a été nul.,emplacement,positive,13,24,2
g187147-d2346326-r232711313,"Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés.",attente,negative,7,14,1
g187147-d2346326-r232711313,"Énorme attente pour prendre la commande et quand le serveur vient enfin, il prend la commande des derniers arrivés.",serveur,negative,52,59,1
g187147-d2346326-r232711313,Longue attente encore pour avoir ses boissons.,attente,negative,7,14,1
g187147-d2346326-r232711313,"Serveurs pas aimables du tout, aucune classe.",Serveurs,negative,0,8,1
g187147-d2346326-r232711313,"Vu la lenteur pour qu'un serveur vienne jusqu'à nous, nous nous sommes dirigés vers les caisses pour payer.",serveur,negative,25,32,1
g187147-d2346326-r232711313,Un des serveurs a été rapide cette fois ci en venant vers nous car il avait l'air de penser qu'on allait partir sans payer.,serveurs,negative,7,15,1
g187147-d2346326-r232711313,Vraiment le service aura été horrible du début jusqu'à la fin et ceux pour la plupart des clients qui étaient installés autour de nous.,service,negative,12,19,1
g187147-d2352281-r224731425,"Ils nous ont donné le mauvais plat, ensuite quand ils l'ont changé, le plat était froid.",plat,negative,71,75,1
g187147-d2352281-r224731425,"On a commandé un moelleux au chocolat, un plat généralement difficile a rater, mais il était pas moelleux et il avait pas de goût.",moelleux au chocolat,negative,17,37,1
g187147-d2431919-r245399220,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !",Service,positive,0,7,2
g187147-d2431919-r245399220,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !",restaurant,positive,31,41,2
g187147-d2431919-r245399220,"Service de tres bonne qualité, restaurant agreable et cuisine delicieuse !",cuisine,positive,54,61,2
g187147-d2431919-r245399220,"Les produits sont frais et de saison, cest un regal !",produits,positive,4,12,2
g187147-d2431919-r275486883,Nous sommes allés diner dans ce restaurant à l'improviste nous y retournerons sans souci !,restaurant,positive,32,42,2
g187147-d2431919-r275486883,Très bonne carte avec des plats simples mais recherchés.,carte,positive,11,16,2
g187147-d2431919-r275486883,Les serveurs sont vraiment très sympa et accueillant.,serveurs,positive,4,12,2
g187147-d2477816-r282304814,"J'y viens souvent le midi, crèpes excellentes et très grands choix.",crèpes,positive,27,33,2
g187147-d2477816-r282304814,"J'y viens souvent le midi, crèpes excellentes et très grands choix.",crèpes,positive,27,33,2
g187147-d2477816-r282304814,Les galettes sont savoureuses et à prix très raisonnables.,galettes,positive,4,12,2
g187147-d2477816-r282304814,Les galettes sont savoureuses et à prix très raisonnables.,galettes,positive,4,12,2
g187147-d2477816-r282304814,Service sympathique.,Service,positive,0,7,2
g187147-d2520468-r190596033,"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.",accueil,positive,9,16,2
g187147-d2520468-r190596033,"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.",carte,positive,18,23,2
g187147-d2520468-r190596033,"Très bon accueil, carte de brasserie complète, bon rapport qualité prix, cadre agréable.",cadre,positive,73,78,2
g187147-d2520468-r190596033,"Service très sympathique et efficace, nous avons été servi en moins de 10min un vendredi soir à 20h.",Service,positive,0,7,2
g187147-d2520468-r190596033,"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.",plats,positive,12,17,2
g187147-d2520468-r190596033,"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.",pièce du boucher,positive,36,52,2
g187147-d2520468-r190596033,"Qualité des plats très correcte, ma pièce du boucher était très bonne et tendre, et ma panna cotta délicieuse.",panna cotta,positive,87,98,2
g187147-d2520468-r190596033,Evidemment ce n'est pas un resto gastronomique mais ce n'est pas ce qu'on lui demande!,resto,neutral,27,32,0
g187147-d2528029-r177289336,"Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi.",produits,positive,4,12,2
g187147-d2528029-r177289336,"Des produits simples mais bons (oeufs au plat, tomates rôties et bacon), puis cheesecake maison réussi.",cheesecake,positive,78,88,2
g187147-d2528029-r177289336,Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés,serveurs,negative,30,38,1
g187147-d2528029-r177289336,Le bémol fut l'attente et les serveurs sympathiques mais un peu dépassés,attente,negative,15,22,1
g187147-d2620480-r270783301,"Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel.",Repas,positive,0,5,2
g187147-d2620480-r270783301,"Repas de qualité et fait maison, très bon rapport qualité prix, juste à côté de la tour eiffel.",tour eiffel,positive,83,94,2
g187147-d2620480-r270783301,Accueil très sympathique.,Accueil,positive,0,7,2
g187147-d2620480-r270783301,J'ai tendance à avoir des apprioris sur les repas dans les brasseries mais la nous avons été satisfait.,repas,positive,44,49,2
g187147-d2694960-r242979898,"Cuisine surgelée, de mauvaise qualité.",Cuisine,negative,0,7,1
g187147-d2694960-r242979898,Mauvaise cuisson des aliments.,aliments,negative,21,29,1
g187147-d2694960-r242979898,Toutefois le service est très agréable,service,positive,13,20,2
g187147-d2709368-r193257030,J'ai adoré ce restaurant!,restaurant,positive,14,24,2
g187147-d2709368-r193257030,"Le service était au TOP, l'accueil génial, notre plat excellent!",service,positive,3,10,2
g187147-d2709368-r193257030,"Le service était au TOP, l'accueil génial, notre plat excellent!",accueil,positive,27,34,2
g187147-d2709368-r193257030,"Le service était au TOP, l'accueil génial, notre plat excellent!",plat,positive,49,53,2
g187147-d2709368-r237421992,"Nous nous sommes arrêtés par hasard devant le restaurant, qui ne paye pas de mine de l'extérieur.",restaurant,negative,46,56,1
g187147-d2709368-r237421992,"Des produits, frais, joliment présentés et très bons.",produits,positive,4,12,2
g187147-d2709368-r237421992,"Des produits, frais, joliment présentés et très bons.",produits,positive,4,12,2
g187147-d3175080-r233973764,Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.,accueil,negative,87,94,1
g187147-d3175080-r233973764,Le bémol significatif comme d autres l ont confirmé en amont dans les commentaires : l accueil et le service....PAS UN SOURIRE.,service,negative,101,108,1
g187147-d3188499-r243581235,"Nous y sommes allés avant un spectacle, les serveurs sont débordés et désagréables, un vrai cliché parisien!",serveurs,negative,44,52,1
g187147-d3188499-r243581235,Un serveur qui avait servi deux fois la commande à une table voisine a juste crié sur ses clientes.,serveur,negative,3,10,1
g187147-d3188499-r243581235,"Ensuite, remontant dans la salle, un serveur énervé de nous entendre dire ""il n'y a pas de serviettes pour s'essuyer les mains en bas"" fait un croche-patte à mon mari, qui manque de s'étaler de tout son long par terre.",serveur,negative,37,44,1
g187147-d3215707-r208333865,Ambiance et cadre très sympa!,Ambiance,positive,0,8,2
g187147-d3215707-r208333865,Ambiance et cadre très sympa!,cadre,positive,12,17,2
g187147-d3215707-r208333865,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",produits,positive,17,25,2
g187147-d3215707-r208333865,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",frites,positive,49,55,2
g187147-d3215707-r208333865,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",salade,positive,96,102,2
g187147-d3215707-r208333865,"Mais surtout des produits frais, enfin de vraies frites qui ne baignent pas dans l'huile, de la salade fraiche et un bon petit dessert!!",dessert,positive,127,134,2
g187147-d3216867-r254353823,Le seul bon point le cadre très sympa.,cadre,positive,21,26,2
g187147-d3216867-r254353823,Même en pleine hiver nous avons pu manger en terrasse grâce au chauffage extérieur.,terrasse,positive,45,53,2
